15,48,8,0
15,104,8,0
15,104,64,0
15,160,64,0
15,104,120,1
15,160,120,0
16,48,8,0
16,104,8,0
16,160,64,0
16,160,120,0
17,48,8,0
17,104,8,0
17,160,8,0
17,104,64,0
17,160,64,0
17,104,120,1
17,160,120,0
18,48,8,0
18,104,8,0
18,160,8,0
18,104,64,0
18,160,64,0
18,104,120,1
18,160,120,0
19,48,8,0
19,104,8,0
19,160,8,0
19,104,64,0
19,160,64,0
19,104,120,1
19,160,120,0
20,48,8,0
20,104,8,0
20,160,8,0
20,104,64,0
20,160,64,0
20,48,120,1
20,104,120,1
20,160,120,0
21,48,8,0
21,104,8,0
21,160,8,0
21,104,64,0
21,160,64,0
21,48,120,1
21,104,120,1
21,160,120,0
22,48,8,0
22,104,8,0
22,160,8,0
22,104,64,0
22,160,64,0
22,48,120,1
22,104,120,1
22,160,120,0
23,48,8,0
23,104,8,0
23,160,8,0
23,104,64,0
23,160,64,0
23,104,120,1
23,160,120,0
24,48,8,0
24,104,8,0
24,160,64,0
24,160,120,0
25,48,8,0
25,104,8,0
25,160,64,0
25,48,120,1
25,160,120,0
26,48,8,0
26,104,8,0
26,160,64,0
26,48,120,1
26,160,120,0
27,48,8,0
27,104,8,0
27,160,64,0
27,48,120,1
27,160,120,1
28,48,8,0
28,104,8,0
28,160,64,0
28,48,120,1
28,160,120,1
29,48,8,0
29,104,8,0
29,160,8,0
29,104,64,0
29,160,64,0
29,48,120,1
30,48,8,0
30,104,8,0
30,48,120,1
31,48,8,0
31,104,8,0
31,48,120,1
32,48,8,0
32,104,8,0
32,48,120,1
33,48,8,0
33,104,8,0
33,48,120,1
34,48,8,0
34,104,8,0
34,160,8,0
34,48,64,1
34,104,64,0
34,160,64,0
34,48,120,1
35,48,8,0
35,104,8,0
35,160,8,0
35,48,64,1
35,104,64,0
35,160,64,0
35,48,120,1
36,48,8,0
36,104,8,0
36,160,8,0
36,48,64,1
36,104,64,0
36,160,64,0
36,48,120,1
36,160,120,0
37,48,8,0
37,104,8,0
37,160,8,0
37,104,64,0
37,160,64,0
37,48,120,1
37,160,120,1
38,48,8,0
