15,640,80,0
15,696,80,0
15,752,80,0
15,1032,80,0
15,1088,80,0
15,1144,80,0
15,640,136,0
15,696,136,0
15,752,136,0
15,1032,136,0
15,1088,136,0
15,1144,136,1
15,304,192,0
15,360,192,0
15,416,192,0
15,472,192,0
15,528,192,0
15,584,192,1
15,640,192,0
15,696,192,0
15,1032,192,0
15,1088,192,1
15,1144,192,1
15,248,248,0
15,304,248,0
15,360,248,0
15,416,248,0
15,472,248,1
15,528,248,1
15,584,248,1
15,640,248,0
15,696,248,0
15,248,304,0
15,304,304,0
15,360,304,0
15,416,304,0
15,472,304,0
15,528,304,1
15,584,304,1
15,640,304,0
15,248,360,0
15,304,360,0
15,360,360,0
15,416,360,0
15,472,360,0
15,528,360,0
15,584,360,1
15,640,360,0
15,472,416,0
15,528,416,0
15,584,416,0
15,640,416,0
16,1032,80,0
16,1088,80,0
16,1144,80,0
16,1032,136,0
16,1088,136,0
16,1144,136,1
16,360,192,0
16,416,192,0
16,472,192,0
16,528,192,0
16,584,192,1
16,640,192,0
16,696,192,0
16,1032,192,1
16,1088,192,1
16,1144,192,1
16,304,248,0
16,360,248,0
16,416,248,0
16,472,248,1
16,528,248,1
16,584,248,1
16,640,248,0
16,696,248,0
16,304,304,0
16,360,304,0
16,416,304,0
16,472,304,0
16,528,304,1
16,584,304,1
16,640,304,1
16,696,304,0
16,304,360,0
16,360,360,0
16,416,360,0
16,472,360,0
16,528,360,1
16,584,360,1
16,640,360,0
16,696,360,0
16,752,360,0
16,360,416,0
16,416,416,0
16,472,416,0
16,528,416,0
16,584,416,0
16,640,416,0
16,696,416,0
16,752,416,0
17,1032,80,0
17,1088,80,0
17,1144,80,0
17,1032,136,0
17,1088,136,0
17,1144,136,1
17,360,192,0
17,416,192,0
17,472,192,0
17,528,192,0
17,584,192,1
17,640,192,0
17,696,192,0
17,1032,192,1
17,1088,192,1
17,1144,192,1
17,304,248,0
17,360,248,0
17,416,248,0
17,472,248,1
17,528,248,1
17,584,248,1
17,640,248,1
17,696,248,0
17,304,304,0
17,360,304,0
17,416,304,0
17,472,304,0
17,528,304,1
17,584,304,1
17,640,304,1
17,696,304,0
17,304,360,0
17,360,360,0
17,416,360,0
17,472,360,0
17,528,360,0
17,584,360,1
17,640,360,0
17,696,360,0
17,752,360,0
17,360,416,0
17,416,416,0
17,472,416,0
17,528,416,0
17,584,416,0
17,640,416,0
17,696,416,0
17,752,416,0
18,1032,80,0
18,1088,80,0
18,1144,80,0
18,1032,136,0
18,1088,136,0
18,1144,136,1
18,360,192,0
18,416,192,0
18,472,192,0
18,528,192,0
18,584,192,1
18,640,192,0
18,696,192,0
18,1032,192,1
18,1088,192,1
18,1144,192,1
18,304,248,0
18,360,248,0
18,416,248,0
18,472,248,1
18,528,248,1
18,584,248,1
18,640,248,1
18,696,248,0
18,304,304,0
18,360,304,0
18,416,304,0
18,472,304,0
18,528,304,1
18,584,304,1
18,640,304,1
18,696,304,1
18,752,304,0
18,304,360,0
18,360,360,0
18,416,360,0
18,472,360,0
18,528,360,1
18,584,360,1
18,640,360,1
18,696,360,0
18,752,360,0
18,360,416,0
18,416,416,0
18,528,416,0
18,584,416,0
18,640,416,0
18,696,416,0
18,752,416,0
19,1032,80,0
19,1088,80,0
19,1144,80,0
19,1032,136,0
19,1088,136,0
19,1144,136,1
19,360,192,0
19,416,192,0
19,472,192,0
19,528,192,0
19,584,192,1
19,640,192,0
19,696,192,0
19,1032,192,1
19,1088,192,1
19,1144,192,1
19,304,248,0
19,360,248,0
19,416,248,0
19,472,248,1
19,528,248,1
19,584,248,1
19,640,248,1
19,696,248,0
19,304,304,0
19,360,304,0
19,416,304,0
19,472,304,0
19,528,304,0
19,584,304,1
19,640,304,1
19,696,304,1
19,752,304,0
19,304,360,0
19,360,360,0
19,416,360,0
19,472,360,0
19,528,360,1
19,584,360,1
19,640,360,1
19,696,360,0
19,752,360,0
19,360,416,0
19,416,416,0
19,528,416,0
19,584,416,0
19,640,416,0
19,696,416,0
19,752,416,0
20,1032,80,0
20,1088,80,0
20,1144,80,0
20,1032,136,0
20,1088,136,0
20,1144,136,1
20,416,192,0
20,472,192,0
20,528,192,0
20,584,192,1
20,640,192,0
20,696,192,0
20,1032,192,1
20,1088,192,1
20,1144,192,1
20,360,248,0
20,416,248,0
20,472,248,0
20,528,248,1
20,584,248,1
20,640,248,1
20,696,248,0
20,360,304,0
20,416,304,0
20,472,304,0
20,528,304,1
20,584,304,1
20,640,304,1
20,696,304,1
20,752,304,0
20,360,360,0
20,416,360,0
20,472,360,0
20,528,360,1
20,584,360,1
20,640,360,1
20,696,360,1
20,752,360,1
20,808,360,0
20,416,416,0
20,472,416,0
20,528,416,0
20,584,416,0
20,640,416,0
