90,24,24,1
90,80,24,0
90,136,24,0
90,192,24,0
90,248,24,0
90,360,24,0
90,416,24,0
90,472,24,0
90,528,24,0
90,584,24,0
90,640,24,0
90,696,24,0
90,752,24,0
90,920,24,0
90,976,24,0
90,1032,24,0
90,24,80,0
90,80,80,0
90,136,80,0
90,192,80,0
90,248,80,0
90,304,80,0
90,584,80,0
90,640,80,0
90,696,80,0
90,752,80,0
90,920,80,0
90,976,80,0
90,1032,80,0
90,1088,80,0
90,1144,80,0
90,80,136,0
90,136,136,0
90,192,136,0
90,248,136,0
90,304,136,0
90,920,136,0
90,976,136,0
90,1032,136,0
90,1088,136,0
90,1144,136,0
90,80,192,0
90,136,192,0
90,192,192,1
90,248,192,0
90,304,192,0
90,976,192,0
90,1032,192,0
90,1088,192,0
90,1144,192,1
90,80,248,0
90,136,248,0
90,192,248,0
90,248,248,0
90,304,248,0
90,1088,248,0
90,1144,248,0
90,24,304,0
90,24,360,0
90,80,360,0
90,24,416,0
90,80,416,0
90,24,472,0
91,24,24,0
91,80,24,0
91,136,24,0
91,416,24,0
91,472,24,0
91,584,24,0
91,640,24,1
91,696,24,0
91,752,24,0
91,920,24,0
91,976,24,0
91,1032,24,0
91,24,80,0
91,80,80,0
91,136,80,0
91,192,80,0
91,248,80,0
91,304,80,0
91,640,80,0
91,696,80,0
91,752,80,0
91,864,80,0
91,920,80,1
91,976,80,0
91,1032,80,0
91,1088,80,0
91,1144,80,0
91,24,136,0
91,80,136,0
91,136,136,0
91,192,136,0
91,248,136,0
91,304,136,0
91,864,136,0
91,920,136,0
91,976,136,0
91,1032,136,0
91,1088,136,0
91,1144,136,0
91,80,192,0
91,136,192,0
91,192,192,0
91,248,192,0
91,304,192,0
91,976,192,0
91,1032,192,0
91,1088,192,0
91,1144,192,1
91,80,248,0
91,136,248,0
91,192,248,0
91,248,248,0
91,304,248,0
91,1032,248,0
91,1088,248,0
91,1144,248,0
91,24,304,0
91,136,304,0
91,192,304,0
91,248,304,0
91,304,304,0
91,24,360,0
91,80,360,0
91,24,416,0
91,80,416,0
91,24,472,0
91,24,528,0
92,24,24,0
92,80,24,0
92,136,24,0
92,416,24,0
92,472,24,0
92,584,24,0
92,640,24,1
92,696,24,0
92,752,24,0
92,920,24,0
92,976,24,0
92,1032,24,0
92,24,80,0
92,80,80,0
92,136,80,0
92,192,80,0
92,248,80,1
92,304,80,0
92,640,80,0
92,696,80,0
92,752,80,0
92,864,80,0
92,920,80,1
92,976,80,0
92,1032,80,0
92,1088,80,0
92,1144,80,0
92,24,136,0
92,80,136,0
92,136,136,0
92,192,136,0
92,248,136,0
92,304,136,0
92,864,136,0
92,920,136,0
92,976,136,0
92,1032,136,1
92,1088,136,1
92,1144,136,0
92,136,192,0
92,192,192,0
92,248,192,0
92,304,192,0
92,1032,192,0
92,1088,192,0
92,1144,192,1
92,136,248,0
92,192,248,1
92,248,248,1
92,304,248,0
92,1144,248,0
92,24,304,0
92,136,304,0
92,192,304,0
92,248,304,0
92,304,304,0
92,24,360,0
92,80,360,0
92,24,416,0
92,80,416,0
92,24,472,0
92,24,528,0
93,24,24,0
93,80,24,0
93,136,24,0
93,416,24,0
93,472,24,0
93,584,24,0
93,640,24,1
93,696,24,0
93,752,24,0
93,920,24,0
93,976,24,0
93,1032,24,0
93,24,80,0
93,80,80,1
93,136,80,0
93,192,80,0
93,248,80,1
93,304,80,0
93,640,80,0
93,696,80,0
93,752,80,0
93,864,80,0
93,920,80,1
93,976,80,0
93,1032,80,0
93,1088,80,0
93,1144,80,0
93,24,136,0
93,80,136,0
93,136,136,0
93,192,136,0
93,248,136,0
93,304,136,0
93,864,136,0
93,920,136,0
93,976,136,0
93,1032,136,1
93,1088,136,1
93,1144,136,0
93,136,192,0
93,192,192,0
93,248,192,0
93,304,192,0
93,1032,192,0
93,1088,192,1
93,1144,192,1
93,136,248,0
93,192,248,0
93,248,248,1
93,304,248,0
93,1144,248,0
93,24,304,0
93,136,304,0
93,192,304,0
93,248,304,0
93,304,304,0
93,24,360,0
