47,104,120,0,1
47,160,120,0,1
48,104,120,0,1
48,160,120,0,1
49,160,120,0,1
50,160,120,0,1
51,160,120,0,0
52,48,64,0,1
52,48,120,0,0
52,160,120,0,0
53,48,64,0,1
53,104,64,0,1
53,48,120,0,0
53,104,120,0,1
53,160,120,0,1
54,48,64,0,1
54,104,64,0,1
54,48,120,0,0
54,104,120,0,1
54,160,120,0,1
55,48,64,0,1
55,104,64,0,1
55,48,120,0,0
55,104,120,0,1
55,160,120,0,1
56,48,64,0,1
56,104,64,0,1
56,160,64,0,0
56,48,120,0,0
56,104,120,0,1
56,160,120,0,0
57,48,64,0,1
57,104,64,0,1
57,160,64,0,0
57,48,120,0,0
57,104,120,0,1
57,160,120,0,0
58,48,64,0,1
58,104,64,0,1
58,160,64,0,0
58,48,120,0,0
58,104,120,0,1
58,160,120,0,0
59,48,64,0,1
59,104,64,0,1
59,160,64,0,0
59,48,120,0,0
59,104,120,0,1
59,160,120,0,0
60,48,64,0,1
60,104,64,0,1
60,160,64,0,0
60,48,120,0,0
60,104,120,0,1
60,160,120,0,0
61,48,64,0,1
61,104,64,0,1
61,160,64,0,0
61,48,120,0,0
61,104,120,0,1
61,160,120,0,1
62,48,64,0,1
62,104,64,0,1
62,160,64,0,0
62,48,120,0,0
62,104,120,0,1
62,160,120,0,1
63,48,64,0,1
63,104,64,0,1
63,160,64,0,0
63,48,120,0,0
63,104,120,0,1
63,160,120,0,1
64,48,64,0,1
64,104,64,0,1
64,160,64,0,0
64,48,120,0,0
64,104,120,0,1
64,160,120,0,1
65,48,64,0,1
65,104,64,0,1
65,160,64,0,0
65,48,120,0,0
65,104,120,0,1
65,160,120,0,1
66,48,64,0,1
66,104,64,0,1
66,160,64,0,0
66,48,120,0,0
66,104,120,0,1
66,160,120,0,1
67,48,64,0,1
67,104,64,0,1
67,160,64,0,0
67,48,120,0,0
67,104,120,0,1
67,160,120,0,1
68,48,64,0,1
68,104,64,0,1
68,48,120,0,0
68,104,120,0,1
69,48,64,0,1
69,104,64,0,1
69,160,64,0,0
69,48,120,0,0
69,104,120,0,1
69,160,120,0,1
70,48,64,0,1
70,104,64,0,1
70,160,64,0,0
70,48,120,0,0
70,104,120,0,1
70,160,120,0,1
71,48,64,0,0
71,104,64,0,1
71,160,64,0,0
71,48,120,0,0
71,104,120,0,1
71,160,120,0,1
72,48,64,0,1
72,104,64,0,1
72,160,64,0,0
72,48,120,0,0
72,104,120,0,1
72,160,120,0,1
73,48,64,0,1
73,104,64,0,1
73,160,64,0,0
73,48,120,0,0
73,104,120,0,1
73,160,120,0,1
74,48,64,0,1
74,104,64,0,1
74,160,64,0,0
74,48,120,0,0
74,104,120,0,1
74,160,120,0,1
75,48,64,0,1
75,104,64,0,1
75,160,64,0,0
75,48,120,0,0
75,104,120,0,1
75,160,120,0,1
76,48,64,0,1
76,104,64,0,1
76,160,64,0,0
76,48,120,0,0
76,104,120,0,1
76,160,120,0,1
77,48,64,0,1
77,104,64,0,1
77,160,64,0,0
77,48,120,0,0
77,104,120,0,1
77,160,120,0,1
78,48,64,0,1
78,104,64,0,1
78,160,64,0,0
78,48,120,0,0
78,104,120,0,1
78,160,120,0,1
79,48,64,0,1
79,104,64,0,1
79,160,64,0,0
79,48,120,0,0
79,104,120,0,1
79,160,120,0,1
80,48,64,0,1
80,104,64,0,1
80,160,64,0,0
80,48,120,0,0
80,104,120,0,1
80,160,120,0,1
81,48,64,0,1
81,104,64,0,1
81,160,64,0,0
81,48,120,0,0
81,104,120,0,1
81,160,120,0,1
82,48,64,0,1
82,104,64,0,1
82,160,64,0,0
82,48,120,0,0
82,104,120,0,1
82,160,120,0,0
83,48,64,0,1
83,104,64,0,1
83,160,64,0,0
83,48,120,0,0
83,104,120,0,1
83,160,120,0,0
84,48,64,0,1
84,104,64,0,1
84,160,64,0,0
84,48,120,0,0
84,104,120,0,1
84,160,120,0,0
85,48,64,0,1
85,104,64,0,1
85,48,120,0,0
85,104,120,0,1
86,48,64,0,1
86,104,64,0,1
86,48,120,0,0
86,104,120,0,1
87,48,64,0,1
87,104,64,0,1
87,48,120,0,0
87,104,120,0,1
88,48,64,0,1
88,104,64,0,1
88,48,120,0,0
88,104,120,0,1
89,48,64,0,1
89,104,64,0,1
89,48,120,0,0
89,104,120,0,1
89,160,120,0,0
90,48,64,0,1
90,104,64,0,1
90,48,120,0,0
90,104,120,0,0
90,160,120,0,0
91,48,64,0,1
91,104,64,0,1
91,48,120,0,0
91,104,120,0,0
91,160,120,0,0
92,48,64,0,1
92,104,64,0,1
92,48,120,0,0
92,104,120,0,0
92,160,120,0,0
93,48,64,0,1
93,104,64,0,1
93,48,120,0,0
93,104,120,0,0
93,160,120,0,0
94,48,64,0,1
94,104,64,0,1
94,48,120,0,0
94,104,120,0,0
94,160,120,0,0
95,48,64,0,1
95,104,64,0,1
95,48,120,0,0
95,104,120,0,0
95,160,120,0,0
96,48,64,0,1
96,104,64,0,1
96,48,120,0,0
96,104,120,0,0
96,160,120,0,0
97,48,64,0,1
97,104,64,0,1
97,48,120,0,0
97,104,120,0,1
97,160,120,0,0
98,48,64,0,1
98,104,64,0,0
98,48,120,0,0
98,104,120,0,1
98,160,120,0,0
99,48,64,0,1
99,104,64,0,1
99,48,120,0,1
99,104,120,0,1
99,160,120,0,0
100,48,64,0,1
100,104,64,0,1
100,48,120,0,1
100,104,120,0,1
100,160,120,0,0
101,48,64,0,1
101,104,64,0,0
101,48,120,0,1
101,104,120,0,1
101,160,120,0,0
102,48,64,0,1
102,104,64,0,0
102,48,120,0,1
102,104,120,0,1
102,160,120,0,0
103,48,64,0,1
103,104,64,0,1
