215,1,113,0,1
215,57,113,0,1
215,1,169,0,1
215,57,169,0,1
216,1,113,0,1
216,57,113,0,1
216,1,169,0,1
216,57,169,0,1
219,1,113,0,1
219,57,113,0,0
219,1,169,0,1
219,57,169,0,1
219,1,225,0,1
219,57,225,0,1
220,1,113,0,1
220,57,113,0,1
220,1,169,0,1
220,57,169,0,1
220,1,225,0,1
220,57,225,0,1
221,1,113,0,1
221,57,113,0,0
221,1,169,0,1
221,57,169,0,1
221,1,225,0,1
221,57,225,0,1
222,1,113,0,1
222,57,113,0,1
222,1,169,0,1
222,57,169,0,1
222,1,225,0,1
222,57,225,0,1
223,1,113,0,1
223,57,113,0,0
223,1,169,0,1
223,57,169,0,1
223,1,225,0,1
223,57,225,0,1
224,1,113,0,1
224,57,113,0,0
224,1,169,0,1
224,57,169,0,1
224,1,225,0,1
224,57,225,0,1
225,1,113,0,1
225,57,113,0,0
225,1,169,0,1
225,57,169,0,1
225,1,225,0,1
225,57,225,0,1
226,1,113,0,1
226,57,113,0,0
226,1,169,0,1
226,57,169,0,1
226,1,225,0,1
226,57,225,0,1
227,1,113,0,1
227,57,113,0,0
227,1,169,0,1
227,57,169,0,1
227,1,225,0,1
228,1,113,0,1
228,57,113,0,0
228,1,169,0,1
228,57,169,0,1
228,1,225,0,1
229,1,113,0,1
229,1,169,0,1
230,1,113,0,1
230,1,169,0,1
231,1,1,0,0
231,57,1,0,0
231,1,57,0,0
231,57,57,0,0
231,1,113,0,1
231,1,169,0,0
232,1,1,0,0
232,57,1,0,0
232,1,57,0,0
232,57,57,0,0
232,1,113,0,1
232,1,169,0,1
233,1,1,0,0
233,57,1,0,0
233,1,57,0,0
233,57,57,0,0
233,1,113,0,1
233,57,113,0,0
233,1,169,0,1
234,1,1,0,0
234,57,1,0,0
234,1,57,0,0
234,57,57,0,0
234,1,113,0,1
234,57,113,0,0
234,1,169,0,1
237,1,1,0,0
237,57,1,0,0
237,1,57,0,1
237,57,57,0,0
237,1,113,0,1
237,57,113,0,0
238,1,1,0,0
238,57,1,0,0
238,1,57,0,1
238,57,57,0,0
238,1,113,0,1
238,57,113,0,0
239,1,1,0,0
239,57,1,0,0
239,1,57,0,0
239,57,57,0,0
239,1,113,0,1
239,57,113,0,0
240,1,57,0,1
240,57,57,0,0
240,1,113,0,1
240,57,113,0,0
243,1,1,0,0
243,57,1,0,0
243,113,1,0,0
243,1,57,0,1
243,57,57,0,0
243,113,57,0,0
243,1,113,0,1
243,57,113,0,0
244,1,1,0,0
244,57,1,0,0
244,113,1,0,0
244,1,57,0,1
244,57,57,0,0
244,113,57,0,0
244,1,113,0,1
244,57,113,0,0
245,1,1,0,0
245,57,1,0,0
245,113,1,0,0
245,1,57,0,1
245,57,57,0,1
245,113,57,0,0
245,1,113,0,0
245,57,113,0,0
246,1,1,0,0
246,57,1,0,0
246,113,1,0,0
246,1,57,0,1
246,57,57,0,0
246,113,57,0,0
246,1,113,0,1
246,57,113,0,0
247,1,1,0,0
247,57,1,0,0
247,113,1,0,0
247,1,57,0,1
247,57,57,0,1
247,113,57,0,0
247,1,113,0,1
247,57,113,0,0
247,113,113,0,0
247,169,225,0,0
247,225,225,0,0
248,1,1,0,0
248,57,1,0,0
248,113,1,0,0
248,1,57,0,1
248,57,57,0,0
248,113,57,0,0
248,1,113,0,1
248,57,113,0,0
248,113,113,0,0
248,169,225,0,0
248,225,225,0,0
249,1,57,0,1
249,57,57,0,1
249,113,57,0,0
249,1,113,0,1
249,57,113,0,0
249,113,113,0,0
249,169,225,0,1
249,225,225,0,1
250,1,57,0,1
250,57,57,0,0
250,113,57,0,0
250,1,113,0,1
250,57,113,0,0
250,113,113,0,0
250,169,225,0,0
250,225,225,0,0
251,1,57,0,1
251,57,57,0,0
251,113,57,0,0
251,1,113,0,0
251,57,113,0,0
251,113,113,0,0
251,169,225,0,1
251,225,225,0,1
252,1,57,0,1
252,57,57,0,0
252,113,57,0,0
252,1,113,0,1
252,57,113,0,0
252,113,113,0,0
252,169,225,0,1
252,225,225,0,1
255,1,57,0,1
255,57,57,0,1
255,113,57,0,0
255,1,113,0,1
255,57,113,0,0
255,113,113,0,0
255,169,225,0,1
255,225,225,0,1
256,1,57,0,1
256,57,57,0,1
256,113,57,0,0
256,1,113,0,1
256,57,113,0,0
256,113,113,0,0
256,169,225,0,1
256,225,225,0,1
257,1,57,0,1
257,57,57,0,1
257,113,57,0,0
257,1,113,0,0
257,57,113,0,0
257,113,113,0,0
257,169,225,0,0
257,225,225,0,1
258,1,57,0,1
258,57,57,0,1
258,113,57,0,0
258,1,113,0,1
258,57,113,0,0
258,113,113,0,0
258,169,225,0,1
258,225,225,0,0
259,57,57,0,1
259,113,57,0,1
259,57,113,0,0
259,113,113,0,0
259,169,225,0,1
259,225,225,0,1
260,57,57,0,1
260,113,57,0,0
260,57,113,0,0
260,113,113,0,0
260,169,225,0,1
260,225,225,0,1
261,281,1,0,0
261,337,1,0,0
261,1,57,0,1
261,57,57,0,1
261,113,57,0,1
261,1,113,0,1
261,57,113,0,0
261,113,113,0,0
261,57,169,0,0
261,113,169,0,0
261,113,225,0,0
261,169,225,0,1
261,225,225,0,1
261,281,225,0,1
262,281,1,0,0
262,337,1,0,1
262,1,57,0,1
262,57,57,0,1
262,113,57,0,1
262,1,113,0,1
262,57,113,0,0
262,113,113,0,0
262,57,169,0,1
262,113,169,0,0
262,113,225,0,0
262,169,225,0,1
262,225,225,0,1
262,281,225,0,0
263,281,1,0,0
263,337,1,0,0
263,1,57,0,1
263,57,57,0,0
263,113,57,0,1
263,1,113,0,1
263,57,113,0,0
263,113,113,0,0
263,1,169,0,1
263,57,169,0,0
263,113,169,0,0
263,113,225,0,0
263,169,225,0,1
263,225,225,0,1
263,281,225,0,0
264,281,1,0,0
264,337,1,0,1
264,1,57,0,1
264,57,57,0,0
264,113,57,0,1
264,1,113,0,1
264,57,113,0,0
264,113,113,0,0
264,1,169,0,1
264,57,169,0,0
264,113,169,0,0
264,113,225,0,0
264,169,225,0,1
264,225,225,0,1
264,281,225,0,0
265,1,57,0,1
265,57,57,0,1
265,113,57,0,1
265,1,113,0,1
265,57,113,0,0
265,113,113,0,0
265,1,169,0,1
265,57,169,0,0
