frame,cls,conf,x,y,w,h
100.0,0.0,0.25268322229385376,800.839599609375,293.27508544921875,462.799560546875,220.05474853515625
106.0,0.0,0.2575305104255676,800.0992431640625,289.6979675292969,463.711669921875,214.738525390625
107.0,0.0,0.26794639229774475,799.9182739257812,290.9508972167969,463.9639892578125,217.54486083984375
108.0,0.0,0.38606205582618713,799.839111328125,291.14471435546875,463.8525390625,218.76268005371094
109.0,0.0,0.39417728781700134,799.9773559570312,291.90631103515625,463.4801025390625,219.616455078125
110.0,0.0,0.31316763162612915,799.8558349609375,292.48138427734375,463.52197265625,220.68614196777344
111.0,0.0,0.2793324291706085,799.97900390625,291.52130126953125,464.00390625,215.79042053222656
112.0,0.0,0.26285994052886963,799.9263916015625,292.4276123046875,463.86474609375,216.84986877441406
113.0,0.0,0.2579517662525177,799.7772216796875,292.05206298828125,464.076416015625,215.64353942871094
218.0,0.0,0.47744491696357727,800.772705078125,288.4974365234375,467.237060546875,215.1864013671875
219.0,0.0,0.4863758385181427,800.8794555664062,288.38409423828125,466.9830322265625,214.16212463378906
220.0,0.0,0.4839475154876709,800.7451782226562,288.2690734863281,467.2117919921875,213.35198974609375
221.0,0.0,0.46873390674591064,801.1038208007812,288.62109375,466.6580810546875,212.241943359375
222.0,0.0,0.43324288725852966,801.20166015625,289.1599426269531,466.47265625,211.10211181640625
223.0,0.0,0.4440062344074249,801.273681640625,289.19000244140625,466.26318359375,210.97509765625
224.0,0.0,0.4002941846847534,801.3228759765625,289.41015625,466.09326171875,210.67091369628906
225.0,0.0,0.40185949206352234,801.2611083984375,289.4850158691406,466.291748046875,210.34161376953125
226.0,0.0,0.3894190788269043,801.20947265625,289.9384765625,466.0458984375,208.93431091308594
227.0,0.0,0.3974687457084656,800.9520263671875,289.45086669921875,466.5244140625,209.406005859375
228.0,0.0,0.42351529002189636,800.8043212890625,289.10943603515625,466.6328125,210.199462890625
229.0,0.0,0.39882054924964905,801.0092163085938,289.21142578125,466.0767822265625,209.709716796875
230.0,0.0,0.4339594542980194,800.8995971679688,288.8789978027344,465.9627685546875,210.612548828125
231.0,0.0,0.46004346013069153,800.802490234375,289.0574645996094,466.182861328125,211.01690673828125
232.0,0.0,0.4426041841506958,800.7967529296875,288.7425537109375,466.57568359375,211.83424377441406
233.0,0.0,0.4308771789073944,800.775146484375,288.88134765625,466.657958984375,211.44554138183594
234.0,0.0,0.4301375448703766,800.7855224609375,288.8968200683594,466.69384765625,210.90789794921875
235.0,0.0,0.4065801799297333,800.8172607421875,288.8824768066406,467.082763671875,210.90313720703125
236.0,0.0,0.44207754731178284,801.0636596679688,288.8009948730469,466.4561767578125,211.245361328125
237.0,0.0,0.4335725009441376,801.199462890625,288.8955078125,466.194580078125,210.59942626953125
238.0,0.0,0.3788110315799713,801.1524658203125,289.1168212890625,466.147705078125,209.7333984375
239.0,0.0,0.3921409547328949,801.0617065429688,289.20867919921875,465.9923095703125,210.07240295410156
240.0,0.0,0.44041141867637634,801.0992431640625,289.20941162109375,465.77783203125,209.9256591796875
241.0,0.0,0.4012432396411896,801.0857543945312,289.34893798828125,465.9344482421875,209.66172790527344
242.0,0.0,0.4063771665096283,800.9942626953125,289.2166748046875,466.094482421875,210.12803649902344
243.0,0.0,0.40109774470329285,801.0606689453125,289.2138671875,466.08447265625,209.28135681152344
244.0,0.0,0.4143609404563904,801.053466796875,288.74261474609375,466.164306640625,210.59051513671875
245.0,0.0,0.4180614948272705,801.072021484375,288.62841796875,466.101806640625,210.9285888671875
246.0,0.0,0.36636441946029663,801.261474609375,291.7811279296875,465.9326171875,201.28973388671875
247.0,0.0,0.33693116903305054,801.2664794921875,292.213623046875,465.927490234375,200.3115234375
